OBJECTNUMMER;Boomsoort;Wetenschappelijke_naam;Plantjaar;Stamomtrek;Stamdiameter;Beschermwaarde;Toelichting;Referentienummer_stadsdeel;Volgnummer;Groep;SELECTIE_CAT;Foto;Vastgesteld;Achtergrond;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1580;"Paardenkastanje";"Aesculus hippocastanum";1930;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31041";"Z254";"Monumentale boom";"BOOM_80_100";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8986428,52.3546836)";"POINT(52.3546836,4.8986428)";4.8986428;52.3546836;
1581;"Paardenkastanje";"Aesculus hippocastanum";1930;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31042";"Z255";"Monumentale boom";"BOOM_80_100";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8987248,52.3545806)";"POINT(52.3545806,4.8987248)";4.8987248;52.3545806;
1582;"Plataan";"Platanus xhispanica";1891;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30878";"Z256";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8957231,52.3547713)";"POINT(52.3547713,4.8957231)";4.8957231;52.3547713;
1583;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30898";"Z257";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8957412,52.3543021)";"POINT(52.3543021,4.8957412)";4.8957412;52.3543021;
1584;"Plataan";"Platanus xhispanica";1911;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31063";"Z259";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8987181,52.3544089)";"POINT(52.3544089,4.8987181)";4.8987181;52.3544089;
1585;"Populier";"Populus canadensis";1961;"200-300 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31202";"Z260";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8984482,52.3545195)";"POINT(52.3545195,4.8984482)";4.8984482;52.3545195;
1586;"Populier";"Populus canadensis";1951;"400-500 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31117";"Z261";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8979781,52.3542029)";"POINT(52.3542029,4.8979781)";4.8979781;52.3542029;
1587;"Plataan";"Platanus xhispanica";1891;"400-500 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30403";"Z262";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8950031,52.3532378)";"POINT(52.3532378,4.8950031)";4.8950031;52.3532378;
1588;"Plataan";"Platanus xhispanica";1891;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30404";"Z264";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8952591,52.3532874)";"POINT(52.3532874,4.8952591)";4.8952591;52.3532874;
1589;"Plataan";"Platanus xhispanica";1891;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30405";"Z265";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8954799,52.3533293)";"POINT(52.3533293,4.8954799)";4.8954799;52.3533293;
1590;"Plataan";"Platanus xhispanica";1922;"200-300 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30409";"Z266";"Monumentale boom";"BOOM_80_100";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8963568,52.3535048)";"POINT(52.3535048,4.8963568)";4.8963568;52.3535048;
1591;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30410";"Z267";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.896579,52.3535468)";"POINT(52.3535468,4.896579)";4.896579;52.3535468;
1592;"Populier";"Populus";1951;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31054";"Z268";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8983738,52.3544165)";"POINT(52.3544165,4.8983738)";4.8983738;52.3544165;
1593;"Populier";"Populus";1951;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31048";"Z269";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8984482,52.3545195)";"POINT(52.3545195,4.8984482)";4.8984482;52.3545195;
1594;"Populier";"Populus";1952;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31055";"Z270";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8982832,52.3544852)";"POINT(52.3544852,4.8982832)";4.8982832;52.3544852;
1595;"Populier";"Populus";1953;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31514";"Z271";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8982999,52.3543517)";"POINT(52.3543517,4.8982999)";4.8982999;52.3543517;
1596;"Populier";"Populus";1951;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31188";"Z272";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8974669,52.3540846)";"POINT(52.3540846,4.8974669)";4.8974669;52.3540846;
1597;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30412";"Z273";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8970439,52.3536383)";"POINT(52.3536383,4.8970439)";4.8970439;52.3536383;
1598;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30413";"Z274";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8972642,52.3536841)";"POINT(52.3536841,4.8972642)";4.8972642;52.3536841;
1599;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30414";"Z275";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8974841,52.3537299)";"POINT(52.3537299,4.8974841)";4.8974841;52.3537299;
1600;"Plataan";"Platanus xhispanica";1950;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30415";"Z276";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8977191,52.3537718)";"POINT(52.3537718,4.8977191)";4.8977191;52.3537718;
1601;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30416";"Z277";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8979189,52.3538138)";"POINT(52.3538138,4.8979189)";4.8979189;52.3538138;
1602;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30417";"Z278";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8981621,52.3538596)";"POINT(52.3538596,4.8981621)";4.8981621;52.3538596;
1603;"Plataan";"Platanus xhispanica";1950;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30418";"Z279";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8983838,52.3539054)";"POINT(52.3539054,4.8983838)";4.8983838;52.3539054;
1604;"Plataan";"Platanus xhispanica";1901;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30419";"Z280";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8985889,52.3539435)";"POINT(52.3539435,4.8985889)";4.8985889;52.3539435;
1605;"Plataan";"Platanus xhispanica";1901;"400-500 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30410";"Z281";"Monumentale boom";"BOOM_100PLUS";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.894706,52.3534209)";"POINT(52.3534209,4.894706)";4.894706;52.3534209;
1606;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30479";"Z282";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.898855,52.3578078)";"POINT(52.3578078,4.898855)";4.898855;52.3578078;
1607;"Hollandse iep";"Ulmus hollandica `Belgica`";1900;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30483";"Z283";"Monumentale boom";"BOOM_100PLUS";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8982608,52.3577963)";"POINT(52.3577963,4.8982608)";4.8982608;52.3577963;
1608;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30625";"Z284";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8884242,52.3591239)";"POINT(52.3591239,4.8884242)";4.8884242;52.3591239;
1609;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30621";"Z285";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.888458,52.3590819)";"POINT(52.3590819,4.888458)";4.888458;52.3590819;
1610;"Hollandse iep";"Ulmus hollandica `Belgica`";1900;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30480";"Z286";"Monumentale boom";"BOOM_100PLUS";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8987892,52.3578536)";"POINT(52.3578536,4.8987892)";4.8987892;52.3578536;
1611;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30648";"Z287";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.887397,52.3599822)";"POINT(52.3599822,4.887397)";4.887397;52.3599822;
1612;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30589";"Z288";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.889848,52.3584258)";"POINT(52.3584258,4.889848)";4.889848;52.3584258;
1613;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30586";"Z289";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.88993,52.3583533)";"POINT(52.3583533,4.88993)";4.88993;52.3583533;
1614;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30584";"Z290";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8900688,52.3583609)";"POINT(52.3583609,4.8900688)";4.8900688;52.3583609;
1615;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30579";"Z291";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8903091,52.3582999)";"POINT(52.3582999,4.8903091)";4.8903091;52.3582999;
1616;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30573";"Z292";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8915179,52.3581473)";"POINT(52.3581473,4.8915179)";4.8915179;52.3581473;
1617;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30569";"Z293";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.893038,52.3580138)";"POINT(52.3580138,4.893038)";4.893038;52.3580138;
1618;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30568";"Z294";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8930972,52.3580596)";"POINT(52.3580596,4.8930972)";4.8930972;52.3580596;
1619;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30567";"Z295";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8931892,52.3580519)";"POINT(52.3580519,4.8931892)";4.8931892;52.3580519;
1620;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30565";"Z296";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8932569,52.3580519)";"POINT(52.3580519,4.8932569)";4.8932569;52.3580519;
1621;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30564";"Z297";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8933361,52.3580443)";"POINT(52.3580443,4.8933361)";4.8933361;52.3580443;
1622;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30561";"Z298";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8934548,52.3580405)";"POINT(52.3580405,4.8934548)";4.8934548;52.3580405;
1623;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30560";"Z299";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.893542,52.3580329)";"POINT(52.3580329,4.893542)";4.893542;52.3580329;
1624;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30558";"Z300";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8936198,52.358029)";"POINT(52.358029,4.8936198)";4.8936198;52.358029;
1625;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30556";"Z301";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8937962,52.3580176)";"POINT(52.3580176,4.8937962)";4.8937962;52.3580176;
1626;"Hollandse iep";"Ulmus hollandica `Belgica`";1890;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30534";"Z302";"Monumentale boom";"BOOM_100PLUS";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8951471,52.3579413)";"POINT(52.3579413,4.8951471)";4.8951471;52.3579413;
1627;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30548";"Z303";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8944251,52.3579833)";"POINT(52.3579833,4.8944251)";4.8944251;52.3579833;
1628;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30537";"Z304";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8950021,52.3578993)";"POINT(52.3578993,4.8950021)";4.8950021;52.3578993;
1629;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30533";"Z305";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8951771,52.3578879)";"POINT(52.3578879,4.8951771)";4.8951771;52.3578879;
1630;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30529";"Z306";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8954222,52.357926)";"POINT(52.357926,4.8954222)";4.8954222;52.357926;
1631;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30522";"Z307";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8958008,52.3578536)";"POINT(52.3578536,4.8958008)";4.8958008;52.3578536;
1632;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30524";"Z308";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8958571,52.3578993)";"POINT(52.3578993,4.8958571)";4.8958571;52.3578993;
1633;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30521";"Z309";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.89589,52.3578459)";"POINT(52.3578459,4.89589)";4.89589;52.3578459;
1634;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30518";"Z310";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.895972,52.3578421)";"POINT(52.3578421,4.895972)";4.895972;52.3578421;
1635;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30515";"Z312";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8962858,52.3578803)";"POINT(52.3578803,4.8962858)";4.8962858;52.3578803;
1636;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30513";"Z313";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8963191,52.357823)";"POINT(52.357823,4.8963191)";4.8963191;52.357823;
1637;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30512";"Z314";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8964069,52.3578154)";"POINT(52.3578154,4.8964069)";4.8964069;52.3578154;
1638;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30509";"Z315";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8964951,52.3578078)";"POINT(52.3578078,4.8964951)";4.8964951;52.3578078;
1639;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30497";"Z316";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.897248,52.3578154)";"POINT(52.3578154,4.897248)";4.897248;52.3578154;
1640;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"100-200 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30496";"Z317";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8972762,52.357762)";"POINT(52.357762,4.8972762)";4.8972762;52.357762;
1641;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30492";"Z318";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8975451,52.3577506)";"POINT(52.3577506,4.8975451)";4.8975451;52.3577506;
1642;"Hollandse iep";"Ulmus hollandica `Belgica`";1945;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30622";"Z319";"Monumentale boom";"BOOM_50_80";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8885128,52.3590399)";"POINT(52.3590399,4.8885128)";4.8885128;52.3590399;
1643;"Hollandse iep";"Ulmus hollandica `Belgica`";1890;"200-300 cm";"50  -100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"30614";"Z320";"Monumentale boom";"BOOM_100PLUS";"boom 30479+.jpg";"Ja";"boom 30479+.pdf";"POINT(4.8886182,52.3589522)";"POINT(52.3589522,4.8886182)";4.8886182;52.3589522;
1644;"Treurwilg";"Salix xsepulcralis `Chrysocoma`";1940;"400-500 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"346873";"Z322";"Monumentale boom";"BOOM_50_80";"boom 346873.jpg";"Ja";"boom 346873.pdf";"POINT(4.8615949,52.3220107)";"POINT(52.3220107,4.8615949)";4.8615949;52.3220107;
1645;"Plataan";"Platanus xhispanica";1927;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"213272";"Z323";"Monumentale boom";"BOOM_80_100";"boom 213272.jpg";"Ja";"boom 213272.pdf";"POINT(4.858001,52.3419615)";"POINT(52.3419615,4.858001)";4.858001;52.3419615;
1646;"Eenbladige es";"Fraxinus excelsior `Diversifolia`";1952;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"218678";"Z324";"Monumentale boom";"BOOM_50_80";"boom 218678.jpg";"Ja";"boom 218678.pdf";"POINT(4.9081299,52.3445632)";"POINT(52.3445632,4.9081299)";4.9081299;52.3445632;
1647;"Italiaanse populier";"Populus nigra `Italica`";1954;"300-400 cm";"100-200 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"218221";"Z326";"Monumentale boom";"BOOM_50_80";"boom 218221.jpg";"Ja";"boom 218221.pdf";"POINT(4.9113791,52.3481223)";"POINT(52.3481223,4.9113791)";4.9113791;52.3481223;
1648;"Venijnboom/taxus";"Taxus baccata `Fastigiata`";1927;"0-50cm";"0-50cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"44845";"Z327";"Monumentale boom";"BOOM_80_100";"boom 44845+.jpg";"Ja";"boom 44845+.pdf";"POINT(4.8818982,52.3529746)";"POINT(52.3529746,4.8818982)";4.8818982;52.3529746;
1649;"Venijnboom/taxus";"Taxus baccata `Fastigiata`";1927;"0-50cm";"0-50cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"44846";"Z328";"Monumentale boom";"BOOM_80_100";"boom 44845+.jpg";"Ja";"boom 44845+.pdf";"POINT(4.881861,52.3530318)";"POINT(52.3530318,4.881861)";4.881861;52.3530318;
1650;"Populier";"Populus";1951;"200-300 cm";"50-100 cm";"Beeldbepalende waarde - Cultuurhistorische waarde";"";"31515";"Z362";"Monumentale boom";"BOOM_50_80";"boom 31273+.jpg";"Ja";"boom 31273+.pdf";"POINT(4.8984082,52.3542906)";"POINT(52.3542906,4.8984082)";4.8984082;52.3542906;
1651;"Linde";"Tilia xeuropaea";1950;"";"";"Beeldbepalende waarde - Cultuurhistorische waarde";"De boom is herplant in 1996 op de huidige locatie en komt van het Museumplein. Foto: George Maas";"79116";"ZO041- MON009";"Monumentale boom";"BOOM_50_80";"mon009 georgemaas.jpg";"Ja";"";"POINT(4.9737961,52.3194548)";"POINT(52.3194548,4.9737961)";4.9737961;52.3194548;
